 nimonic 105; bg47; 170MPa 1148K; BG;
 170.
 1148.
  3
399   
    0.00000E+00    0.00000E+00
    5.00000E+00   -3.81899E-05
    1.00000E+01   -6.49630E-05
    1.50000E+01   -4.52759E-05
    2.00000E+01   -2.83466E-05
    2.50000E+01    3.26764E-05
    3.00000E+01    6.33843E-05
    3.50000E+01    5.39361E-05
    4.00000E+01    7.71627E-05
    4.50000E+01    7.40138E-05
    5.00000E+01    6.92892E-05
    5.50000E+01    6.69274E-05
    6.00000E+01    6.77147E-05
    6.50000E+01    6.25970E-05
    7.00000E+01    8.07059E-05
    7.50000E+01    9.99947E-05
    9.20000E+01    3.38525E-04
    2.87000E+02    3.94017E-04
    4.87000E+02    6.18707E-04
    6.90000E+02    7.76470E-04
    1.09900E+03    8.48067E-04
    1.51000E+03    1.16468E-03
    1.91600E+03    1.18945E-03
    2.32700E+03    1.16586E-03
    2.73700E+03    1.27006E-03
    3.14300E+03    1.39470E-03
    3.55700E+03    1.49101E-03
    3.96500E+03    1.46035E-03
    4.37900E+03    1.65768E-03
    5.19500E+03    1.67615E-03
    6.01800E+03    1.65021E-03
    7.04200E+03    1.83768E-03
    8.68100E+03    2.06244E-03
    1.03140E+04    1.96736E-03
    1.19420E+04    2.00429E-03
    1.35760E+04    2.07619E-03
    1.52060E+04    2.28165E-03
    1.68390E+04    2.27026E-03
    1.84820E+04    2.47803E-03
    2.01250E+04    2.52162E-03
    2.19620E+04    2.37984E-03
    2.35970E+04    2.48117E-03
    2.52390E+04    2.64964E-03
    2.68780E+04    2.68929E-03
    3.01580E+04    2.69165E-03
    3.67210E+04    3.07401E-03
    3.99970E+04    3.15761E-03
    4.32770E+04    3.10816E-03
    4.65610E+04    3.26278E-03
    5.68080E+04    3.46682E-03
    6.00830E+04    3.85202E-03
    6.33630E+04    3.78221E-03
    6.66400E+04    3.87830E-03
    8.21130E+04    4.09044E-03
    8.65170E+04    4.19709E-03
    9.09280E+04    4.27549E-03
    9.97470E+04    4.44483E-03
    1.08567E+05    5.01536E-03
    1.12978E+05    5.07372E-03
    1.21622E+05    4.79439E-03
    1.26024E+05    4.89626E-03
    1.34835E+05    5.21629E-03
    1.43647E+05    5.44734E-03
    1.48062E+05    5.85174E-03
    1.52472E+05    5.39879E-03
    1.65698E+05    5.63214E-03
    1.70103E+05    5.50881E-03
    1.74516E+05    5.75780E-03
    1.78925E+05    6.11160E-03
    1.92151E+05    6.12491E-03
    1.96559E+05    6.21412E-03
    2.00972E+05    6.28650E-03
    2.09782E+05    6.18673E-03
    2.18602E+05    6.27554E-03
    2.23014E+05    6.27672E-03
    2.31824E+05    6.60804E-03
    2.36229E+05    6.45745E-03
    2.44507E+05    6.54155E-03
    2.51125E+05    6.71833E-03
    2.57745E+05    6.80788E-03
    2.62162E+05    6.92713E-03
    2.75392E+05    6.98187E-03
    2.79805E+05    6.96232E-03
    2.84215E+05    7.09250E-03
    2.88620E+05    7.28013E-03
    3.01853E+05    7.38292E-03
    3.06263E+05    7.41301E-03
    3.10670E+05    7.40441E-03
    3.19488E+05    7.45287E-03
    3.26954E+05    7.78693E-03
    3.29422E+05    7.69356E-03
    3.38328E+05    7.76232E-03
    3.42723E+05    7.80138E-03
    3.51535E+05    8.16578E-03
    3.60350E+05    8.05761E-03
    3.64753E+05    8.02558E-03
    3.69169E+05    8.23607E-03
    3.82400E+05    8.34852E-03
    3.86812E+05    8.60148E-03
    3.91226E+05    8.50702E-03
    3.95643E+05    8.60539E-03
    4.08874E+05    8.57260E-03
    4.13281E+05    8.61514E-03
    4.17686E+05    8.82161E-03
    4.26500E+05    8.95389E-03
    4.35319E+05    8.94960E-03
    4.39736E+05    9.08577E-03
    4.48560E+05    9.38496E-03
    4.52986E+05    9.40446E-03
    4.61799E+05    9.34829E-03
    4.70616E+05    9.51990E-03
    4.75019E+05    9.72422E-03
    4.79420E+05    9.66574E-03
    4.92647E+05    9.95423E-03
    4.97050E+05    9.86574E-03
    5.00977E+05    9.87783E-03
    5.05385E+05    1.00061E-02
    5.18620E+05    1.01429E-02
    5.23030E+05    1.02111E-02
    5.27435E+05    1.02298E-02
    5.36253E+05    1.03837E-02
    5.45085E+05    1.06307E-02
    5.49499E+05    1.05723E-02
    5.58315E+05    1.06767E-02
    5.62726E+05    1.07152E-02
    5.71545E+05    1.10159E-02
    5.76628E+05    1.09115E-02
    5.80352E+05    1.09318E-02
    5.84760E+05    1.10587E-02
    5.97184E+05    1.14601E-02
    6.01596E+05    1.13916E-02
    6.05999E+05    1.13958E-02
    6.10409E+05    1.16212E-02
    6.23629E+05    1.16893E-02
    6.28042E+05    1.18212E-02
    6.32456E+05    1.19788E-02
    6.41275E+05    1.21795E-02
    6.50080E+05    1.22779E-02
    6.54495E+05    1.23813E-02
    6.63343E+05    1.24672E-02
    6.67754E+05    1.25314E-02
    6.76584E+05    1.28665E-02
    6.85398E+05    1.30888E-02
    6.89810E+05    1.32310E-02
    6.94223E+05    1.32527E-02
    7.07449E+05    1.35406E-02
    7.11866E+05    1.38350E-02
    7.16274E+05    1.38470E-02
    7.20680E+05    1.36202E-02
    7.33914E+05    1.42562E-02
    7.40524E+05    1.40555E-02
    7.44933E+05    1.44712E-02
