 nimonic 105; bg41; 68MPa; 1198K; BG;
 68.
 1198.
  3
397   
    0.00000E+00    0.00000E+00
    2.09000E+02    9.84203E-05
    4.10000E+02    1.00389E-04
    2.05000E+03    4.87675E-04
    3.70700E+03    5.67160E-04
    5.34700E+03    8.06761E-04
    7.00700E+03    9.57414E-04
    8.65400E+03    1.00107E-03
    1.03150E+04    1.14069E-03
    1.36030E+04    1.23939E-03
    1.69060E+04    1.38408E-03
    2.02100E+04    1.52639E-03
    2.35280E+04    1.59204E-03
    2.68370E+04    1.71624E-03
    3.01540E+04    1.64510E-03
    3.34610E+04    1.69856E-03
    3.67890E+04    1.70917E-03
    4.01010E+04    1.77952E-03
    4.33990E+04    1.84593E-03
    4.66970E+04    1.85536E-03
    4.99830E+04    1.96932E-03
    5.32960E+04    1.93120E-03
    5.66240E+04    2.00704E-03
    5.99290E+04    2.03847E-03
    6.65330E+04    2.01372E-03
    6.96300E+04    2.21408E-03
    7.62590E+04    2.06480E-03
    7.95820E+04    2.00311E-03
    8.61790E+04    2.13276E-03
    8.94690E+04    2.02079E-03
    9.60820E+04    2.13669E-03
    9.93760E+04    2.23019E-03
    1.05979E+05    2.48235E-03
    1.09260E+05    2.78509E-03
    1.15863E+05    2.80983E-03
    1.19161E+05    2.91504E-03
    1.25767E+05    2.90130E-03
    1.29054E+05    2.85458E-03
    1.35628E+05    2.83966E-03
    1.38925E+05    3.07637E-03
    1.45531E+05    2.85144E-03
    1.48821E+05    2.94212E-03
    1.55430E+05    2.99551E-03
    1.58747E+05    3.04497E-03
    1.97562E+05    2.84830E-03
    2.12571E+05    2.90444E-03
    2.38072E+05    2.89502E-03
    2.49644E+05    2.83809E-03
    2.79661E+05    2.76900E-03
    2.94665E+05    3.22668E-03
    3.24681E+05    3.61433E-03
    3.39695E+05    3.77868E-03
    3.69718E+05    3.49664E-03
    3.84730E+05    3.64022E-03
    4.14745E+05    3.80417E-03
    4.26810E+05    3.59667E-03
    4.56836E+05    3.54724E-03
    4.71842E+05    3.60020E-03
    5.01869E+05    3.86771E-03
    5.16879E+05    3.70925E-03
    5.46907E+05    3.93320E-03
    5.61921E+05    4.03908E-03
    5.91937E+05    4.02104E-03
    6.06943E+05    3.96496E-03
    6.36959E+05    4.11632E-03
    6.51964E+05    4.34174E-03
    6.81976E+05    4.48128E-03
    6.96986E+05    4.33312E-03
    7.27003E+05    4.42014E-03
    7.42020E+05    4.54086E-03
    7.70887E+05    4.66940E-03
    7.85899E+05    4.79988E-03
    8.15910E+05    4.80497E-03
    8.30921E+05    4.80536E-03
    8.60936E+05    4.99968E-03
    8.75939E+05    4.96051E-03
    9.05963E+05    5.20141E-03
    9.20975E+05    5.18339E-03
    9.50987E+05    5.19044E-03
    9.65997E+05    5.24214E-03
    9.96017E+05    5.32791E-03
    1.01103E+06    5.45047E-03
    1.04105E+06    5.56050E-03
    1.05606E+06    5.78050E-03
    1.08323E+06    6.16012E-03
    1.09824E+06    6.34635E-03
    1.12825E+06    6.31232E-03
    1.14327E+06    6.08577E-03
    1.17329E+06    6.35300E-03
    1.18830E+06    6.51417E-03
    1.21082E+06    6.32953E-03
    1.22582E+06    6.63151E-03
    1.25583E+06    6.71872E-03
    1.27084E+06    6.72967E-03
    1.30085E+06    6.75235E-03
    1.31586E+06    6.82430E-03
    1.34588E+06    6.85949E-03
    1.36089E+06    7.00142E-03
    1.39090E+06    6.77385E-03
    1.40591E+06    6.84150E-03
